14:03:52,40.7725308333,14.7904666667
14:03:53,40.7725308333,14.7904666667
14:03:54,40.7725308333,14.7904666667
14:03:55,40.7725308333,14.7904666667
14:03:56,40.7725308333,14.7904666667
14:03:57,40.7725308333,14.7904666667
14:03:58,40.7725308333,14.7904666667
14:03:59,40.7725308333,14.7904666667
14:04:00,40.7725308333,14.7904666667
14:04:01,40.7725308333,14.7904666667
14:04:02,40.7725308333,14.7904666667
14:04:03,40.7725308333,14.7904666667
14:04:04,40.7725308333,14.7904666667
14:04:05,40.7725308333,14.7904666667
14:04:06,40.7725308333,14.7904666667
14:04:07,40.7725308333,14.7904666667
14:04:08,40.7725308333,14.7904666667
14:04:09,40.7725308333,14.7904666667
14:04:10,40.7725308333,14.7904666667
14:04:11,40.7725308333,14.7904666667
14:04:12,40.7725308333,14.7904666667
14:04:13,40.7725308333,14.7904666667
14:04:14,40.7725308333,14.7904666667
14:04:15,40.7725308333,14.7904666667
14:04:16,40.7725308333,14.7904666667
14:04:17,40.7725308333,14.7904666667
14:04:18,40.7725308333,14.7904666667
14:04:19,40.7725308333,14.7904666667
14:04:20,40.7725308333,14.7904666667
14:04:21,40.7725308333,14.7904666667
14:04:22,40.7725308333,14.7904666667
14:04:23,40.7725308333,14.7904666667
14:04:24,40.7725308333,14.7904666667
14:04:25,40.7725308333,14.7904666667
14:04:26,40.7725308333,14.7904666667
14:04:27,40.7725308333,14.7904666667
14:04:28,40.7725308333,14.7904666667
14:04:29,40.7725308333,14.7904666667
14:04:30,40.7725308333,14.7904666667
14:04:31,40.7725308333,14.7904666667
14:04:32,40.7725308333,14.7904666667
14:04:33,40.7725308333,14.7904666667
14:04:34,40.7725308333,14.7904666667
14:04:35,40.7725308333,14.7904666667
14:04:36,40.7725308333,14.7904666667
14:04:37,40.7725308333,14.7904666667
14:04:38,40.7725308333,14.7904666667
14:04:39,40.7725308333,14.7904666667
14:04:40,40.7725308333,14.7904666667
14:04:41,40.7725308333,14.7904666667
14:04:42,40.7725308333,14.7904666667
14:04:43,40.7725308333,14.7904666667
14:04:44,40.7725308333,14.7904666667
14:04:45,40.7725308333,14.7904666667
14:04:46,40.7725308333,14.7904666667
14:04:47,40.7725308333,14.7904666667
14:04:48,40.7725308333,14.7904666667
14:04:49,40.7725308333,14.7904666667
14:04:50,40.7725308333,14.7904666667
14:04:51,40.7725308333,14.7904666667
14:04:52,40.7725308333,14.7904666667
14:04:53,40.7725308333,14.7904666667
14:04:54,40.7725308333,14.7904666667
14:04:55,40.7725308333,14.7904666667
14:04:56,40.7725308333,14.7904666667
14:04:57,40.7725308333,14.7904666667
14:04:58,40.7725308333,14.7904666667
14:04:59,40.7725308333,14.7904666667
14:05:00,40.7725308333,14.7904666667
14:05:01,40.7725308333,14.7904666667
14:05:02,40.7725308333,14.7904666667
14:05:03,40.7725308333,14.7904666667
14:05:04,40.7725308333,14.7904666667
14:05:05,40.7725308333,14.7904666667
14:05:06,40.7725308333,14.7904666667
14:05:07,40.7725308333,14.7904666667
14:05:08,40.7725308333,14.7904666667
14:05:09,40.7725308333,14.7904666667
14:05:10,40.7725308333,14.7904666667
14:05:11,40.7725308333,14.7904666667
14:05:12,40.7725308333,14.7904666667
14:05:13,40.7725308333,14.7904666667
14:05:14,40.7725308333,14.7904666667
14:05:15,40.7725308333,14.7904666667
14:05:16,40.7725308333,14.7904666667
14:05:17,40.7725308333,14.7904666667
14:05:18,40.7725308333,14.7904666667
14:05:19,40.7725308333,14.7904666667
14:05:20,40.7725308333,14.7904666667
14:05:21,40.7725308333,14.7904666667
14:05:22,40.7725308333,14.7904666667
14:05:23,40.7725308333,14.7904666667
14:05:24,40.7725308333,14.7904666667
14:05:25,40.7725308333,14.7904666667
14:05:26,40.7725308333,14.7904666667
14:05:27,40.7725308333,14.7904666667
14:05:28,40.7725308333,14.7904666667
14:05:29,40.7725308333,14.7904666667
